domainID,review
tab_496,"हुवेई मीडियापैड 10 लिंक टेबलेट 9 .9 एमएम मोटाई के साथ काफी पतला है , 640 ग्राम वज़न के साथ यह तुलनात्मक रूप से हल्का भी है।"
tab_358,इसके साथ ही आपको इसमें एक 3200mAh क्षमता की बैटरी भी मिल रही है।
tel_120,यानी इस पर आपको क्रिस्टल क्वालिटी मिलेगी।
sma_220,अन्य एंड्रायड वेयर डिवाइसेज के मुकाबले यह बहुत छोटी है।
mob_258,नोट 4 में 2.7जीएचजेड क्वालकॉम स्नैपड्रगन 805 प्रोसेसर व 2 जीबी के रैम के साथ तेज ग्राफिक्स प्रोसेसर है।
mob_3,इस लैपटॉप का स्क्रीन 34 सेमी है और वजन 1.35 किलोग्राम (तीन पाउंड) से भी कम है।
hom_35,"इसें बनाने में 10 मोटर, 15 सेंसर तथा 300 अन्य पार्ट्स का इस्तेमाल किया गया है।"
tab_275,इस टेबलेट में मेटल और ग्लास का प्रयोग न केवल इसे टिकाऊ बल्कि खुबसूरत भी बनाता है।
mob_1314,अगर आपको फोन दो हाथ से इस्तेमाल करने में कोई परेशानी नहीं हो तो यह आपके लिए समस्या नहीं है।
mov_133,दूसरा जब कभी भी सीक्वल बनता है तो एक चुनौती उनके बीच तालमेल बैठाने की भी होती है।
app_44,बोर्ड पर अभी तक कोर्इ स्पोर्ट्स चैनल नहीं है ।
mob_1368,"आप नोटिफिकेशन बार में जाकर बैकग्राउंड ऍप्स को रोक सकते हैं, लेकिन कोई विशिष्ट ऍप बंद करने के लिए कोई तरीका नहीं है, कम से कम ऐसा कोई तरीका जो तुरंत दिखाई दें।"
sma_167,"दूसरी है $549 (34,400 रुपये) और $1,099 (68,800 रुपये) के बीच में Apple Watch।"
mob_471,पांच इंच स्क्रीन 1080 पिक्सल के रिज़ोल्यूशन के साथ है।
tab_334,"बड़े आईपैड में आप अपनी उंगलियों को बहुत आसानी से घुमा सकते हैं, लेकिन छोटे आईपैड में इसके लिए आपको थोड़ा सावधान रहना पड़ता है।"
tab_827,टैबलेट के कान के नजदीक आसानी से पकड़े जा सकने की सुविधा के चलते आप बिना इससे हैडसेट के भी कॉल कर सकते हैं यद्यपि आप टैबलेट का कान से लगाए हुए हास्यास्पद लग सकते हैं।
mob_401,शायद वट्सएैप की भरपाई के लिए फोन में फेसबुक का एक अलग बटन दिया गया है।
mov_203,उन्हें अभी तक अभ्यास की जरूरत है।
mov_360,इलाके की कठोर और नंगी सच्चाई को उभारने और जताने के लिए इस फिल्म के शिल्प में चमक नहीं रखी गई है।
mob_1397,"साथ ही इसकी बनावट इर्गोनोमीकली है और यह हाथ और जेब में अच्छी तरह से फीट बैठता है, और एक हाथ से इस्तेमाल करने के लिए आसान है।"
mov_105,यदि आपको लगता है कि यह कुछ ठीक है तो आप अकेले नहीं है।
cam_13,बनावट अगर देखें तो बाजार में इंट्री-लेवल पर उपलब्ध अन्य डीएसएलआर के मुकाबले के-500 ज्यादा भारी है।
tra_551,"जबरवान पहाड़ियों की तलहटी में स्थित ट्यूलिप गार्डन में खिलने वाले सफेद, पीले, नीले, लाल, गुलाबी, ऑरेंज आदी रंग के ट्यूलिप के फूल आपको मोहित कर देगा।"
tab_588,"हमारी सलाह यह है , कि इसे खरीदने का निर्णय करते समय आप इससे थोड़े से महंगे गैलेक्सी टैब 730 को भी अवश्य ध्यान में रखें।"
tel_95,"स्क्रीन बेस पर वेंटिलेशन दी गई है, जिससे आईमॅक साउंडलेस रहता है।"
mov_384,इंटरवल के बाद शारिब हाशमी की एक्टिंग से फिल्म थोड़ी रफ्तार पकड़ती है।
tra_163,यहां से बस या ट्रेन के जरिए चिदंबरम पहुंचा जा सकता है।
hom_65,इसमें एंटी डस्ट और सिल्वर नैनो जैसे फीचर्स भी दिए गए हैं।
tra_60,"जिले में पर्यटन संबंधी गतिविधियों को ब़$ढावा देने , नए पर्यटन स्थलों का चयन करने, पर्यटन व्यवसाय को ब़$ढावा देने के लिए बालाघाट टूरिज्म प्रमोशन काउंसिल का गठन किया गया है।"
tab_234,"इसमें एक बहुत अच्छा वॉयस कंट्रोल फीचर है , जिसके द्वारा आप गाने सुनने, किसी लोकेशन का मैप पाने, ईमेल भेजने, वेबसाइट आदि पर जाने के लिए आप सिर्फ बोल कर ही इसे आदेश दे सकते हैं।"
mov_525,भट्ट कैंप की 'खामोशियां' नए निर्देशक करण दारा ने निर्देशित की है।
mob_28,इसमें 13 मेगापिक्सल का कैमरा है।
mov_353,यह सीधी चोट करती है।
mob_724,"अब तक, इस बजट में खरीदने के लिए यह सबसे अच्छे स्मार्टफोनो में से एक है।"
tra_533,सुंदरवन राष्ट्रीय उद्यान रॉयल बंगाल टाइगर के लिए प्रसिद्ध हैं।
tra_181,महालक्ष्मी धोबी घाट-मुंबई की एक ऐसी जगह जहां पिछले कई सालों से बड़े ही पारंपरिक तरीके से हजारों लोगों के कपड़े धोए जाते हैं।
lap_140,बैटरी लाइफ की अगर बात करें तो ये हमें प्रभावित नहीं करती।
mob_1376,कंपनी डिवाईस को सेल्फी के लिए बना फोन कहती है और 5 मेगा पिक्सल के फ्रंट शूटर के साथ इसमें दम नज़र आता है।
mob_1455,"दोनों ही कैमरे वाइड एंगल कैमरा तो हैं ही, साथ ही इस रेंज के स्मार्टफोन में सबसे अच्छे कमरों की श्रेणी में आते हैं।"
lap_266,इन कै मरों से आसानी से चैटिंग और दूसरे प्रोग्राम शूट किए जा सकते हैं।
tra_308,वर्षा ऋतु के समय इस जगह का महत्व और ज्यादा बढ़ जाता है।
tab_1257,"इसके अलावा, 8GB रैम है।"
lap_464,यह अब तक का सबसे स्लिम क्रोमबुक है इसकी थिकनेस सिर्फ 15mm है।
mob_1387,प्रिमियम दिखावट तथा अच्छी बनावट क्वालिटी।
mob_543,"साथ ही, यूरेका अपने आकार की तुलना में बहुत हलका है, जो उसके खाते में और भी गुण जोड़ता है।"
tab_879,यह वाकई अच्छा है  क्योंकि इसमें एंड्रॉयड फोन के साथ आने वाले सामान्य एप्पलीकेशंस की तुलना में 50 अतिरिक्त एप्प्स हैं।
spe_14,इसकी बनावट भी काफी मजबूत है।
mob_1341,"इसके आगे, हमने एक फुल एचडी फाइल फुल ब्राइटनेसपर, वाइफाइ अनेबल्ड और एक सिम कार्ड के साथ एक घंटा चलाई, एक घंटे के प्लेबैक के बाद बैट्री 100% से 88% तक ही उतरी जो की बहुत ही जबरदस्त प्रदर्शन रहा था।"
mov_546,"ऐसी फिल्मों में मंत्र, जाप और उपचार का मनगढ़ंत उपयोग किया जाता है।"
tab_279,सूर्य कि रौशनी में इसका आसानी से इस्तेमाल और एंगल्स सराहनीय हैं और प्रतिद्वंदियो के मुकाबले बेहतर हैं |
mob_1333,सामान्य सेटिंग्स पर आउटपूट ग्रेनी आता है और आउटफोकस काफी खराब है।
mob_967,अब इसके किनारे अत्यंत निर्मल हैं जिसके टॉप पर 3.5 मिमी का ऑडियो जैक लगा है जो कि वाटरप्रूफ है और वीडियो रिकॉ​र्डिंग के लिए माइक भी लगा है।
mov_515,पटकथा और अभिनय में सामंजस्य नहीं है।
tab_207,"इसका आईपीएस डिस्प्ले काफी अच्छा है , लेकिन इसका अत्यधिक रिफ्लेक्टिव होना इसकी एकमात्र कमी है।"
mob_1445,सैमसंग के 'स्टाइलस के साथ बिग फोन' के मुकाबले अपने स्टाइलस फोन को खड़ा कर पाने का यह अवसर एलजी ने एक प्रकार से गंवा दिया है जबकि यह इससे बहुत बेहतर करते हुए ऐसा कर सकता था।
tab_314,लेकिन बाहर धूप में इस पर उतना बेहतर नहीं दिखाई देता।
tra_754,खैर हम लोग कबी (Kabi) और फेनसांग (Phensang) तक सड़क के हालात देख मन ही मन राम-राम जपते गए !
mov_717,'जेड प्लस' कंटेंट प्रधान फिल्म है।
app_227,इसमें करीब 67 लाइसेंस कार औश्र 13 टैग के साथ रियल माजदा रेसवे लॉगुना सिका और लागुना सिका रेसवे कैलिफोर्निया के ट्रैक दिए गए हैं।
mov_246,मूल फिल्म में कुछ बातें जो बहुत ही अच्छी थी उन्हें इस फिल्म में अपडेट नहीं किया गया।
mov_289,"हिंदी में भी एक धारावाहिक 'ब्योमकेश बक्शी' नाम से ही बना था,जिसमें रजत कपूर ने शीर्षक भूमिका निभाई थी।"
mov_748,"हम सभी जानते और शिकायत करते हैं कि हिंदी फिल्मों के कलाकार और तकनीशियन भले ही हिंदी में फिल्में बनाते हों, लेकिन उनके संपर्क और व्यवहार की भाषा अंग्रेजी है।"
tra_563,यहां आकर पर्यटकों को स्थानीय व्यंजनों और लोक नृत्य का आनंद भी उठाने को मिलता है।
tab_1109,"परंतु, सचेत रहें इस टैबलेट पर हर एप्पलीकेशन न तो डाउनलोड और न इंस्टॉल हो सकती है।"
mob_971,जेड1 कॉम्पैक्ट में मिली समस्याओं को दूर करने के लिए सोनी ने प्रयास किये हैं और उन्होंने अच्छा काम किया है।
lap_203,"इस चारों क्रोमबुक्स में एक चिकलेट की-बोर्ड है, और यह इस्तेमाल करने में बहुत ही आसान है।"
mov_866,सोनम कपूर ने मिली के स्वभाव को अपने हाव-भाव और अभिनय से रोचक बना दिया है।
tra_503,"फूलों की खुशबू से महकती हरियाली, खूबसूरत घाटियां, कल-कल बहती नदियां, पहाड़ों से निकलकर झूमते झरने पर्यटकों को लुभाने का दम रखते हैं।"
tab_149,"इसके 5 मेगापिक्सेल कैमरे से लिये गए फोटो और 30 फ्रेम प्रति सेकेंड वाले 1080पी वीडियो काफी शार्प, क्लियर और संतुलित हैं।"
tra_148,यहां से जाइरो और हपोली शहर के खूबसूरत दृश्य देखे जा सकते हैं।
tra_297,जिसके नाम को सुनकर ही कई सैलानी इस खूबसूरत प्रदेश की ओर रुख करते रहे हैं।
mob_473,"16 जीबी इंटरनल स्टोरेज, माइक्रो एसडी कार्ड से इसे 64 जीबी तक  अपग्रेड करने की सुविधा है।"
tel_79,जैसे ही एप्पल टीवी कनेक्ट होगा आपके स्मार्ट टीवी स्क्रीन पर आईट्यून्स स्टोर दिखेगा।
tab_884,"कम्प्लीट गूगल प्ले स्टोर भी इस पर इन्सटॉल है , और यह पूरी तरह एक्सेसिबल है।"
lap_154,वैसे तो कीबोर्ड में जगह काफी सुनियोजित है लेकिन इसके की पर बना हुआ ढलान इसे इस्तेमाल करने में थोडा मुश्किल कर देता है।
lap_145,"इसका कीबोर्ड शानदार है, और इस पर टाइपिंग करना एक बहुत अच्छा अनुभव देता है।"
mov_349,नवदीप सिंह और अनुष्का शर्मा की 'एनएच 10' पर सेंसर की कैंची चली है।
tra_187,इस काम में हजारों लोग लगे हुए है जो रोजाना करीब 2 लाख लोगों को लंचबॉक्स की सेवा प्रदान करता है।
tab_944,4:3 का अनुपात भी कुछ हद तक माफिक नहीं है  बशर्ते आप कोई मूवी देखना चाहते है  जिसके लिए 16:9 या 16:10 का अनुपात सही लगता है।
lap_158,इसकी डिस्प्ले क्वालिटी काफी अच्छी है।
tra_747,होटल के ठीक बाहर जैसे ही सड़क पर कदम रखा सामने का दृश्य ऐसा था मानो कंचनजंघा (Kanchanjungha) की चोटियाँ बाहें खोल हमारा स्वागत कर रही हों ।
lap_259,यह दिखने में काफी आकर्षक लगता है।
mov_61,"फिर दीपक डोबरियाल, मो. जीशान अय्यूब, जिमी शेरगिल, एजाज खान, स्व्रा भास्कर सभी ने अपने एटीट्यूड से कहानी का ऐसा ताना-बाना कसा है कि फिल्म की बुनाई मजबूत और रंगीन हो गई है।"
sma_158,जहां तक कॉल क्वालिटी का सवाल है तो क्लेरिटी फोन के डाइरेक्ट ईयरपीस की तरह अच्छी है।
cam_136,इसमें 16 मेगापिक्सल का लैंस लगा है।
tab_859,इसके एज शार्प हैं जबकि इसका सामने वाला हिस्सा पूरा ब्लैक है।
sma_312,"स्मार्टफोन बैंड में एक डिस्प्ले फीचर है, जो यूजर्स को इनकमिंग कॉल्स और मेसेज के बारे में बताने के अलावा, समय दिखाता है।"
tab_537,इसके दाहिनी तरफ वॉल्यूम रॉकर और पॉवर बटन हैं।
mov_809,990 में कश्मीर में आम्र्ड फोर्सेज स्पेशल पॉवर एक्ट के लागू होने के बाद सेना के दमन और नियंत्रण से वहां सामाजिक और राजनीतिक स्थिति बेकाबू हो गई थी।
mob_389,1 मेगापिक्सल का फ्रंट कैमरा है।
mob_317,इस फोन में 2900 एमएएच की बैटरी लगी है जो काफी लंबे समय तक चलती है।
tab_447,"इस टेबलेट पर मूवी देखना, गेम्स खेलना और मल्टीमीडिया चलाना एक काफी अच्छा अनुभव है।"
mob_94,एचटीसी वन एक्स (HTC One X) और वन एस (One S) जहां उच्च श्रेणी के फोन हैं।
tra_743,मन ही मन इस बात का उत्साह भी था कि आखिर सकुशल इस ऊँचाई पर पहुँच ही गये।
mob_351,आर्या जेड2 स्मार्टफोन में दिए गए फीचर किसी हाई एंड स्मार्टफोन की तरह है।
tab_1149,अन्य टैबलेट की तरह मीडिया पैड में भी व्यवाहारिक रूप से स्क्रीन पर बटन नहीं है।
sma_53,जी वॉच आर के मुक़ाबले कम आकर्षक है।
app_42,अच्छी स्ट्रीमिंग क्वालिटी है।
mob_297,सोशल साइट फ्रेंडली होने के लिए इसमें 10एमपी रीयर कैमरा और 2एमपी फ्रंट कैमरा भी है।
tab_570,"ऊपर की तरफ 3.5 एमएम है ,डफ़ोन्स जैक है।"
sma_294,"जहां समार्टवॉच2 का प्राइस है $200 जो सैमसंग गैलेक्सी गियर से 33 पर्सेंट कम है और कई एंड्रोइड फोन्स के साथ काम करती है, वहीं दूसरी तरफ सैमसंग गैलेक्सी का प्राइस है $300 और वो सिर्फ सैमसंग के कुछ ही महंगे फोन्स के साथ ही कम्पैटिबल है ।"
mob_904,लेकिन इस वर्ष लग रहा कि एलजी अव्वल हाे जाएगा।
tab_737,"जब पढ़ने पर आते हैं, फनबुक प्रो एक औसत प्रोडक्ट दिखता है।"
mob_279,जेनफोन 5 एक डुअल सिम डिवाइस है जिसमें 2जी व 3जी दोनों नेटवर्क चलते हैं।
tab_1038,"सैमसंग में अपना ही चार्जिंग और डाटा पोर्ट होता है , इसलिए यूजर को इसकी केबल हमेशा साथ रखनी होती है।"
mob_1406,अगर आप अपने फोन से बहुत सारी तस्वीरें खिंचते हैं तो आप इस स्मार्टफोन को पसंद नहीं करेंगे।
mob_69,"शानदार परफार्मेंस है, बहुत अच्छी बैटरी लाइफ है, पकड़ने में अच्छा है।"
mob_1432,डिवाइस टेस्टिंग मे हमने पाया कि ग्राफिक बेस्ड गेम खेलते हुए या कैमरा ऑन करते ही यह गर्म होने लगा।
app_172,आसान नियंत्रण है।
mob_72,"इसकी दाम 12,499 रुपये है जो अन्य भारतीय ब्रांडों के जिनके इसी तरह के फोन की कीमत 9,999 रुपये से शुरू है, के मद्देनजर कुछ अधिक लगती है।"
mob_635,डिस्प्ले की बात करें तो इस फोन में 5.2 इंत की फुल एचडी (1080*1920 पिक्सल रेजोल्यूशन) स्क्रीन दी गई है।
tra_339,स्टेलर म्यूजियम हफ्ते के सातों दिन खुला होता है।
tra_649,यहां ऑर्किड फूलों की बड़ी विविधता भी पाई जाती है।
tab_1159,आप केवल 3जी सेवाओं का मजा ले सकते हैं।
app_4,आप यहीं से पुराने लॉगइन सेशंस को हमेशा के लिए हटा भी सकते हैं।
mov_426,"यों दिव्या दत्ता, प्रतिमा कण्णन और यामी गौतम लेश मात्र भी कम असरदार नहीं हैं।"
tab_335,"हलांकि यह निर्धारित करने में थोड़ा वक्त लगेगा की क्या यह बात इसकी उपयोगिता में कोई खास अंतर पैदा करता है ,या नहीं।"
tab_1155,इस प्रकार आप आसानी से किसी भी एप्प को करेंट टैब से बंद कर सकते हैं तथा इसी के द्वारा आप हाल ही में बंद किए गए एप्प को पुनः देख सकते हैं।
tab_554,"गैलेक्सी टैब 2 में पीछे की तरफ बिना फ़्लैश का 3.15 मेगापिक्सेल का कैमरा दिया गया है , जबकि सामने वीडियो कॉल के लिए वीजीए कैमरा दिया गया है।"
mov_753,पिता के साथ हुए अन्याय के बदले की कहानी में राष्ट्रप्रेम का तडका है।
mov_589,अतिरकों से बचती हुई यह पूरी ईमानदारी से एक्शन और ड्रामा के साथ थ्रिल पैदा करती है।
mob_252,स्मार्टफोन या टैबलेट के लिए यह एक बेहतर स्क्रीन है।
tab_732,इसका मतलब है  कि फुल रिचार्ज के साथ भी काफी सावधान होना पड़ेगा तथा चार्जर को रखना आवश्यक है।
tab_607,"इसमें 2 मेगापिक्‍सल कार रियर कैमरा दिया गया है , लेकिन फ्रंट फेसिंग कैमरा नदारद है।"
mob_316,इसमें 8 जीबी इंटरनल मेमोरी दी गई है जिसे मेमोरी कार्ड के तहत 32 जीबी तक बढ़ाया जा सकता है।
mob_482,इतने पैसे खर्च करने के बाद इस फोन से ऐसा कुछ खास नहीं मिल पाएगा जो इससे कुछ कम कीमत के माडलों में न मिल रहा हो।
mov_520,लंबे समय के बाद आशीष विद्यार्थी हिंदी सिनेमा के पर्दे पर आए हैं।
tab_256,"इस मूल्य वर्ग में रंगों और शब्दों कि बनावट, समान मूल्य वर्ग के प्रतिद्वंदी टेबलेट्स से काफी अच्छी है।"
hea_10,यदि भारतीय शास्त्रीय और वोकल म्यूजिक आपकी चीज है तो आप संभवत: वार्मर साउंड सिग्नेचर के एक पेयर के साथ जाकर अच्छा करेंगे।
tab_846,"उम्मीद है कि यह समस्या सिर्फ इसी पीस में हो, अगर नहीं तो जिंक (Zync) को अपने ब्रांड की इमेज लंबे समय तक बनाए रखने के लिए यह टैबलेट्स बेचना बंद कर देना चाहिए।"
mov_549,कलाकारों में अली फजल अपनी सीमाओं में कबीर को निभाते हैं।
tab_233,"नोटिफिकेशन के मामले में भी इस ओएस में काफी सुधार हुआ है , और अब आपको इसमें ज्यादा जानकारी मिलेगी।"
lap_426,ये भारत के सबसे सस्ते लैपटॉप्स में से एक है।
mov_660,"राजकुमार हिरानी और अभिजात जोशी का संदेश स्पष्ट है कि अलग-अलग भगवान के मैनेजर बने स्वामी, बाबा, गुरु, मौलवी और पादरी वास्तव में डर का आतंक फैला कर अपना उल्लू सीधा कर रहे हैं।"
mob_990,यदि आप स्मार्टफोन की फोटोग्राफी पसंद करते हैं तो जेड3 कॉम्पैक्ट सबसे अच्छा विकल्प है।
tab_1023,"यह पी6200 के चेहरे-मोहरे का संक्षिप्त सा ब्योरा है , और हनीकॉम्ब 3.2 का धन्यवाद डिवाइस कंट्रोल करने के लिए इस पर कोई फिजिकल बटन नहीं है।"
sma_213,एपल वॉच का वर्ल्ड क्लॉक फीचर पूरे विश्व का समय दिखाता है आप अपने देश या जिस किसी भी देश के समय के विषय में जानकारी चाहते है यह देता है।
app_173,मल्टीप्लेयर में छोटी स्टोरीलाइन है।
mob_794,मोटो ई 2 (Moto E 2nd Gen) का पिछला पैनल थोड़ा कर्व है जो इसे पकड़ने में आरामदायक बनाता है।
mob_517,एप्पल ने आईफोन 5एस के फिंगरप्रिंट सेंसर और कैमरे पर सैफाइअर ग्लास कोटिंग का इस्तेमाल किया है।
tel_104,"अमेरिकी डॉलर में इसकी कीमत डॉलर 200 यानी करीब 12,688 रुपए है।"
mob_313,इस स्मार्टफोन को ब्लैक और पर्ल व्हाइट के दो रंगों में उपलब्ध उपलब्ध कराया गया है।
mob_14,ये फ़ोन एलटीई रेडी है और इसे ख़ूबसूरती से डिज़ाइन किया गया है।
tab_907,इसे इस्तेमाल करने के लिए कंपनी यूएसबी मिनी से फुल यूएसबी मिनी कनवर्टन भी इसके साथ दिया है।
mob_209,"नेक्सस 6 बहुत बड़ा फोन है, मार्केट में फिलहाल उपलब्ध सभी फैबलेट में नेक्सस 6 सबसे बड़ा फैबलेट है।"
mob_451,इस श्रेणी के अन्य कई फोनों की तुलना में आप यहां कहीं बेहतर स्पीड पाएंगे।
lap_379,"इन नोटबुक्स को ऑयल और माइनिंग साइट्स पर तापमान बहुत अधिक होता है और मिलिट्री सर्विस के लिए सियाचिन, लद्दाख में तापमान बहुत कम पाया जाता है वहां भी बहुत ही आसानी से इस्तेमाल किया जा सकता है।"
tra_154,देवाधिदेव महादेव (भगवान शिव) को सर्वोच्च देवता के रूप में पूजने वाले उपासकों के लिए तमिलनाडु का चिदंबरम/नटराज मंदिर आस्था और सौंदर्य के प्रमुख केंद्रों में से एक है।
sma_325,बैंड में आईपॉड नैनों को एडजस्‍ट करने के लिए कई होल बने हुए है जिससे आईपॉड के सभी ऑपशन का आसानी से मैनेज किया जा सकता है।
lap_61,भारत का यह पहला नोटबुक है जो लेटेस्ट 5वें जेनरेशन के इंटेल कोर आइ7 प्रोसेसर से लैस है।
mob_895,जैसा की पहली स्लाइड में बताया गया है इस फोन में 5 मेगापिक्सल के रियर कैमरा के साथ 5 मेगापिक्सल का वाइड एंगल फ्रंट कैमरा दिया गया है।
mob_141,"12 मेगापिक्सल्स के कैमरे का इंटरफेस थोड़ा धीमा है और फोकस करने में वक्त लगाता है, हालांकि फोकस करने के बाद यह अच्छे रिजल्ट्स देता है।"
mov_480,"ऐसे समय में जब स्पेस की अधिक दिक्कत नहीं थी, इस फिल्म को देखते हुए व्यक्ति और वस्तु में रगड़ सी प्रतीत होती है।"
sma_71,कीमत 257 डॉलर है।
sma_263,वायरलेस चार्जिंग है।
sma_41,बैटरी लाइफ़ भी बेहतर नहीं।
tab_330,"टेबलेट्स के लिए बने एप्स ही इस पर अच्छे लगते हैं, और यह एपल के पास काफी बड़ी मात्रा में है।"
tab_742,इसके डिसप्ले का 1024x600 का पिक्सल रेजोल्यूशन बढ़िया दिखता है  लेकिन यह शानदार नहीं है  जैसे कि इसकी स्क्रीन है।
mob_779,फोन की बॉडी मैट फिनिश प्लास्टिक की है।
tra_609,मनाली में 9 किमी. वाले रोहतांग टनल का निर्माण कार्य भी युद्धस्तर पर चल रहा है।
tab_127,"इसमें सिर्फ एक ही कमी है , कि इसकी बनावट की क्वालिटी बहुत अच्छी नहीं है।"
tab_999,और इस तरह से परफार्मेंस में सुधार हो जाता है  तथा कुछ न कुछ बैटरी भी बचती है।
mov_483,सनकी वैज्ञानिक शास्त्री का किरदार ऐसा ही लगता है।
tab_373,इसके पिछली तरफ टेबलेट का 5MP रियर कैमरा  है  जो जरूरत पड़ने पर आपके स्मार्टफोन कैमरा का अच्छा विकल्प है।
app_61,"डिटेक्टेड बैंडविथ के अनुसार, क्वालिटी को ऑटोमैटिकली मैनेज किया जाता है।"
tra_542,"इस वन में 970 प्रजाति के पौधे, 174 प्रजातियों के पक्षी, 39 स्तनधारी, 180 प्रजाति के औषधीय पौधे पाए जाते हैं।"
tra_687,यहां प्राकृतिक सौंदर्य के साथ विविध संस्कृतियां देशी-विदेशी पर्यटकों को आकर्षित करती हैं।
tab_1005,हालांकि टैबलेट को फैक्ट्री रिसेट करने पर एक समस्या दिखाई पड़ती है।
tel_17,"बाएं तरफ ही कोएक्सीअल पोर्ट और अतिरिक्त USB पोर्ट दिया गया है साथ ही, यहां हेडफोन और मिनी AV आउट जैक भी मौजूद है।"
tab_785,एक्सवर्स्ट प्रोसेसर (xburst processor) होने के कारण यह टैबलेट गूगल प्ले (Google Play) के सभी एप्स को सपोर्ट नहीं करता है।
mov_882,फाइंडिंग फैनी में लापरवाही झलकती है ।
mov_803,वे तेज गति और रोचक तरीके से भ्रष्टाचार और ईमानदारी के अंतद्र्वंद्व को पेश करती है।
tra_618,आनासागर झील 13 किमी के क्षेत्र में फैली है जो पृथ्वी राज चौहान के पितामह अनाजी चौहान द्वारा निर्मित की गई थी।
sma_132,"इसमें सबसे खास बात यह है कि, इसकी डिजाइन घड़ी की तरह है यानी कि, कलाई के हिसाब से इसे आप बांध सकते हैं।"
tab_33,अगर 3जी नेटवर्क चाहिए तो बाहर से डोंगल लगानी पड़ेगी।
cam_139,"इसमें 20 एमपी सेंसर, 8एक्स ऑप्टिकल जूम, 2.7 इंच एलसीडी डिस्पले, 230 शॉट बैटरी दिए गए हैं।"
tab_93,"भले ही इस डिवाइस की बनावट बहुत अच्छी ना हो, लेकिन शक्ति के मामले में गैलेक्सी नोट 800 अपने प्रतियोगियों को बिल्कुल पीछे छोड़ देता है।"
mov_158,इस फिल्म को थ्री डी में देखने के लिए तो बिलकुल ना है।
mob_918,कैमरा सामान्य और निम्न प्रकाश की स्थितियों में बहुत अच्छी तस्वीर खींचता है।
lap_194,हमें ख़ुशी है कि इस लैपटॉप में रैम पर्याप्त मात्रा में दिया गया है।
mob_100,सस्ता होने के बावजूद इनफोकस एम2 स्मार्टफोन में प्रीमियम स्मार्टफोन्स जैसा डिजायन दिया गया है।
mov_696,"उनकी फिल्मों में स्क्रिप्ट राइटर से बड़ा योगदान कैमरामैन, साउंड रिकॉर्डिस्ट, कोरियोग्राफर, एक्शन डायरेक्टर और हीरो का होता है।"
lap_261,ये दोनों ही लेपटॉप रगेड हैं जिसके चलते इन्हें बहुत खराब हालात या माहौल में भी इस्तेमाल किया जा सकता है।
mob_796,फोन को एंडरॉयड ऑपरेटिंग 5.0 लॉलीपॉप (Android Operating 5.0 Lollipop) पर पेश किया गया है।
mob_234,इसमें रियर पैनल पर एलइडी फ्लैश है व 2 मेगापिक्सल का फ्रंट कैमरा है।
spe_11,यूई के उत्पादों में दिखने वाली ये सभी खूबियां एक्स100 स्पीकर्स में भी हैं।
mob_1415,"अगर आपको बड़ा, अच्छा दिखनेवाला डिस्प्ले चाहिए तो आप  पॅनासोनिक पी81के बारे में सोच सकते हैं।"
mov_418,वरुण की मेहनत और नवाज की फितरत से 'बदलापुर' रोचक और रोमांचक हुई है।
tra_114,ऐसा लगता है मानो कि हम किसी ईश्वर की भूमि पर उतर आए।
tab_869,स्क्रीन का रिजोल्यूशन 800X600 है।
mov_374,उन्होंने मीरा की मजबूरी और बहादुरी तक के आयामों को संजीदगी से निभाया है।
tra_411,गुफाओं और पहाड़ी पर बने मंदिरों के लिए जाना जाने वाला तपोवन एक रमणीय स्थान है।
tab_1010,विक्डलीक टैबलेट फुल एचडीएमआई पोर्ट के साथ आता है  जो दोहरा सक्रीन डिसप्ले सपोर्ट करने में सक्षम है।
mov_684,अन्य गीतकारों में अमिताभ वर्मा और मनोज मुंतजिर भी खास प्रभावित नहीं करते।
tra_348,"इंडिया में अपनी तरह का यह पहला वॉकवे है, जिसमें आपको बताया जाता है कि भालू या दूसरे जानवरों को कैसे बचाया जाता है।"
sma_192,घड़ी पर 320 x 320 AMOLED स्‍क्रीन दी गई है।
app_170,इसके बाद कॉन्टेक्ट के लिए स्टोरेज चुनें जो गूगल या डिवाइस में से कोई एक होगी इसके साथ ही एप्पलीकेशन की सेटअप का हिस्सा पूरा हो जाता है।
