reviewNum,domainID,aspectCategoryPolarity,review,aspectCategory,domain,reviewID,predictedCategory,predictedCategorySentiment
163,mob_969,pos,इसके डिस्प्ले में 720 पी का रेजोलूशन है हालांकि स्क्रीन साइज बढ़ाया गया है फिर भी इसका डिस्प्ले तेज है और जेड1 कॉम्पैक्ट के मुकाबले अधिक ब्राइट है।,hardware,mob,mob_969,software,pos
164,mob_977,neu,इसके अधिकांश यूआर्इ अपने पूर्ववर्तियों के समान हैं तथा इसकी हर चीज ठीक से काम करती है।,software,mob,mob_977,software,pos
165,mob_1273,con,"साथ ही, दो स्टीरियो लाउडस्पीकर्स बहुत ही तेज हैं  वे उतने रिफाइन्ड तो नहीं हैं जितने कि एचटीसी डिवाइसेज में लगे बूमसाउंड, लेकिन वे एक प्रभाव जरूर डालते हैं।",design,mob,mob_1273,software,pos
166,mob_1283,neg,औसत परफॉर्मंस  है।,misc,mob,mob_1283,software,pos
167,mob_1298,con,"फोन का प्रोसेसर निश्चित रूप से बाजार में सबसे तेज नहीं है, लेकिन फिर भी यह अपना काम बखूबी करता है।",hardware,mob,mob_1298,software,pos
168,mob_1328,neg,इयरफोन इन-इयर प्रकार के नहीं है और बनावट और ऑडियो क्वालिटी में सस्ते लगते हैं।,hardware,mob,mob_1328,software,pos
169,mob_1344,pos,"ज़ोलो क्यू3000 काले और सफेद रंग में उपलब्ध है और कुछ प्रिलोडेड ज़ोलो ऍप्स के साथ आया है जैसे वारंटी और सपोर्ट के लिए ज़ोलो केअर, ज़ोलो पावर जो की बैट्री प्रबंधन सॉफ्टवेअर है और ज़ोलो सिक्यूअर जो ऐंटी-थेप्ट ऍप है, जिससे आपका डिवाईस चोरी होनेपर उसका डेटा सुरक्षित रहता है।",software,mob,mob_1344,software,pos
170,mob_1352,neg,"इंटरनल स्टोरेज आगे और भी बंटता है, जो इसकी बड़ी कमज़ोरी बन जाती है।",hardware,mob,mob_1352,software,pos
171,mob_1357,pos,"कंपनी ने उसमें मेट फिनिश बॅक कवर दिया है, जो की बढ़िया लगता है, खासकर सफेद रंग में और बैक कवर निकाला जा सकता है।",design,mob,mob_1357,design,neu
172,mob_1359,con,"इसके अलावा, आगे ड्रैगनट्रेल ग्लास प्रोटेक्शन दिया है, वैसा ही जैसा आपने जिओमी रेडमी 1एस में देखा होगा, यह कांच व्यावहारिक तौर पर खरोंचों से मुक्त है लेकिन गोरिला ग्लास 3 प्रोटेक्शन में जो प्रिमिअम फील है उसकी इसमें कमी है।",misc,mob,mob_1359,misc,pos
173,mob_1364,neu,वी5 का 720 पिक्सल एचडी डिस्प्ले संतोषजनक है।,hardware,mob,mob_1364,design,neu
174,mob_1375,pos,"साथ ही, ज़ेडटीइ वी5 की बैट्री काफी प्रभावशाली है, मैंने आसानी से डिवाईस को पूरे दिन इस्तेमाल किया।",hardware,mob,mob_1375,software,pos
175,mob_1393,pos,"यह निश्चित तौर पर कार्बन का अबतक का सबसे अच्छा दिखनेवाला स्मार्टफोन है, टाइटेनियम ओक्टेन प्लस यह प्लास्टिक ढाँचे के बावजूद कुल मिलाकर मजबूत बनावटवाला स्मार्टफोन है।",design,mob,mob_1393,software,pos
176,mob_1401,neg,हम इस डिवाईस के प्रदर्शन से पूरी तरह संतुष्ट नहीं थे और डिवाईस में कुछ लॅग्ज भी दिखें।,misc,mob,mob_1401,misc,pos
177,mob_1404,neu,"कुल मिलाकर, प्रदर्शन औसतन रहा, जबकि हम इस डिवाईस से काफी उम्मीद रखते थे।",misc,mob,mob_1404,place,neg
178,mob_1413,pos,"कुल मिलाकर, यह एक औसतन फोन है, हालांकि कार्बन ने ढांचे की गुणवत्ता और दिखावे के मामले में बहुत ही शानदार काम किया है।",design,mob,mob_1413,design,neu
179,mob_1421,neu,"डिवाइस पकड़ने में कोई मुश्किल नहीं आती लेकिन हां, इसे पकड़ने के लिए आपको दोनों हाथों की जरूरत पड़ेगी।",ease_of_use,mob,mob_1421,software,pos
180,mob_1425,neg,स्क्रीन भी फिंगरटिप मैग्नेट पर काम करता है और इसका व्यूइंग एंगल भी कहीं से अच्छा नहीं माना जा सकता।,hardware,mob,mob_1425,software,pos
181,mob_1427,pos,जी3 की तरह एलजी का हाइली कस्टमाइज्ड यूआई जी3 स्टाइलस फैबलेट में प्रयोग किया गया है जो उपयोग में बेहद आसान है।,software,mob,mob_1427,software,pos
182,mob_1431,neg,इससे ज्यादा या अलग काम करने पर डिवाइस बहुत जल्दी गर्म हो जाता है जबकि इसी कीमत में आने वाले बाजर के कई अन्य उत्पादों में ऐसी परेशानी नहीं आती।,price,mob,mob_1431,software,pos
183,mob_1444,neg,अपने शब्दों पर हम अभी भी कायम हैं और इस तरह एलजी जी3 स्टाइलस बेहद निराशाजनक है।,misc,mob,mob_1444,software,pos
184,mob_1451,neg,परफॉरमेंस को और भी बेहतर बनाया जा सकता था।,misc,mob,mob_1451,software,pos
185,mov_29,neg,हिंदी फिल्म इंडस्ट्री के बेपरवाह रवैए की ओर भी यह फिल्म इंगित करती है।,misc,mov,mov_29,misc,pos
186,mov_45,neg,अभिनेत्री और सहयोगी कलाकारों के लिए न तो पर्याप्त संवाद थे और न दृश्य।,misc,mov,mov_45,performance,neg
187,mov_64,pos,आर माधवन ने मनु के स्वभाव और स्वर को सही पकड़ा है।,misc,mov,mov_64,software,pos
188,mov_65,neu,मुश्किल और जटिल दृश्यों में भी वे अपने किरदार को एक्सरप्रेशन की आजादी नहीं देते।,performance,mov,mov_65,software,pos
189,mov_66,pos,सब कुछ ऐसा नपा-तुला और संयमित है कि मनोज शर्मा वास्तविक से लगने लगते हैं।,misc,mov,mov_66,hardware,pos
190,mov_73,pos,राज शेखर और कृष्णों की जोड़ी एक बार फिर निराले अंदाज में फिल्म की जरूरतें पूरी करती है।,misc,mov,mov_73,software,pos
191,mov_121,pos,बाद में बॉक्स ऑफिस पर अच्छा प्रदर्शन करने के लिए इसे सुरक्षित सांचे में ढ़ालने की कोशिश की गई है।,misc,mov,mov_121,software,pos
192,mov_142,pos,ये बाकी सभी एवेंजर्स से मजबूत भी बताया गया है।,misc,mov,mov_142,software,pos
193,mov_162,neu,"इधर कुछ उनसे बिछुड़े और कुछ अलग हो गए, बड़े बेटे ईशान को आकस्मिक तरीके से खोने के बाद वह खुद के अंतस में उतरीं।",misc,mov,mov_162,misc,pos
194,mov_173,neu,भरपूर इमोशनल थ्रिल है इसमें।,misc,mov,mov_173,software,pos
195,mov_174,neu,शोनाली बोस को कल्कि कोइचलिन का पूरा सहयोग मिला है।,misc,mov,mov_174,software,pos
196,mov_177,pos,कल्कि ने इस किरदार को आंतरिक रूप से पर्दे पर जीवंत किया है।,performance,mov,mov_177,design,neu
197,mov_179,neu,उन्हें सयानी गुप्ता और रेवती का बराबर साथ मिला है।,misc,mov,mov_179,hardware,pos
198,mov_193,neg,"वे अपनी फिल्में 3डी कैमरे से शूट भी करते हैं, लेकिन इस तकनीकी कुशलता के बावजूद उनकी 'मिस्टर एक्स' में कथ्य और निर्वाह की कोई नवीनता नहीं दिखती।",misc,mov,mov_193,misc,pos
199,mov_200,neg,फिल्म में उनका किरदार ढंग से लिखा भी नहीं गया है।,performance,mov,mov_200,place,neg
200,mov_202,neg,अरूणोदय सिंह अपनी मौजूदगी से प्रभावित नहीं काते।,misc,mov,mov_202,design,neu
201,mov_204,pos,तिवारी की छोटी भूमिका में आया कलाकार अपनी बेवकूफियों में अच्छा लगता है।,misc,mov,mov_204,software,pos
202,mov_215,neu,मगर इस मराठी-हिन्दी-गुजराती और अंग्रेजी फिल्म में यही बात एक अलग ढंग से सामने आती है।,misc,mov,mov_215,software,pos
203,mov_223,pos,बाकी कलाकारों ने भी अच्छा सहयोग किया है।,performance,mov,mov_223,software,pos
204,mov_231,pos,इसलिए यह फिल्म एक बेहतरीन हॉरर फिल्म है।,misc,mov,mov_231,software,pos
205,mov_245,neu,यह फिल्म नए मैक्सिको की पृष्ठभूमि पर आधारित है।,story,mov,mov_245,software,pos
206,mov_265,pos,फिल्म का अंत सरप्राइज करते हुए प्रभावी बन पड़ा है।,misc,mov,mov_265,software,pos
207,mov_268,neu,यहां भी धर्म और धार्मिकता के पहलू को एक अलग नजरिए से उठाया गया है।,misc,mov,mov_268,software,pos
208,mov_295,neu,दिबाकर को वास्तविक लोकेशन के साथ सेट की भी सुविधा रही है।,misc,mov,mov_295,hardware,pos
209,mov_299,neg,हल्का भटकाव नजर आता है।,misc,mov,mov_299,design,neu
210,mov_305,pos,अजीत की भूमिका में आनंद तिवारी सहज हैं।,performance,mov,mov_305,software,pos
211,mov_332,neu,इसमें दिवंगत पॉल वॉकर को गुड बाय भी शामिल है।,misc,mov,mov_332,misc,pos
212,mov_346,neu,हाई स्कूल के दिनों में किशोर अपनी खास पहचान और स्टाइल के लिए अलग-अलग तरीके से बाल कटवाते हैं।,misc,mov,mov_346,software,pos
213,mov_370,pos,मामा और मां के किरदार में रवि झांकल और दीप्ति नवल उपयुक्त है।,performance,mov,mov_370,software,pos
214,mov_373,pos,उन्होंने लेखक-निर्देशक से मिले मौके का भरपूर इस्तेमाल किया है।,performance,mov,mov_373,software,pos
215,mov_379,neg,इस फिल्म में बकवास दृश्यों को एक-दूसरे के साथ अजीबोगरीब तरीके से पिरो दिया गया है।,misc,mov,mov_379,design,neu
216,mov_387,neg,लेकिन उनकी मेहनत इस घटिया फिल्म में खो जाती है।,misc,mov,mov_387,ease_of_use,neg
217,mov_400,pos,साथ ही फिल्म में बेहद मनोरंजक तरीके से हास्य का तानाबाना भी बुना गया है।,misc,mov,mov_400,hardware,pos
218,mov_415,neu,उनकी मेहनत जाहिर है।,misc,mov,mov_415,design,neu
219,mov_418,pos,वरुण की मेहनत और नवाज की फितरत से 'बदलापुर' रोचक और रोमांचक हुई है।,misc,mov,mov_418,misc,pos
220,mov_427,pos,कुमुद मिश्रा की सहजता और स्वाभाविकता उल्लेखनीय है।,misc,mov,mov_427,performance,neg
221,mov_439,pos,उन्होंने नाच-गाने में भरपूर ऊर्जा दिखाई है।,music,mov,mov_439,software,pos
222,mov_447,neg,दोनों एक समय के बाद नीरस और अप्रभावी हो जाते हैं।,misc,mov,mov_447,misc,pos
223,mov_450,neg,कुछ नया करने और दिखाने के चक्कर में फिल्म फिसल गई है।,misc,mov,mov_450,software,pos
224,mov_478,neg,"बोलचाल, पहनावे और उपयोगी वस्तुओं के उपयोग में सावधानी नहीं बरती गई है।",misc,mov,mov_478,software,pos
225,mov_505,neu,'अब तक छप्पन 2' में सिर्फ नाना ही नहीं बाकी सारे अभिनेता भी नाना जमाने की एक्टिंग कर रहे हैं।,performance,mov,mov_505,place,neg
226,mov_514,neg,इस पृष्ठभूमि में आई 'अब तक छप्पन 2' अप्रासंगिक और बचकाना प्रयास लगती है।,misc,mov,mov_514,misc,pos
227,mov_516,neg,दोनों का ढीलापन दो घंटे से छोटी फिल्म में भी ऊब पैदा करता है।,misc,mov,mov_516,software,pos
229,mov_519,neu,अगर पटकथा और चुस्त रहती तो यह फिल्म 'किसने की होगी हत्या' जोनर की सफल फिल्म होती।,story,mov,mov_519,performance,neg
230,mov_530,neg,प्रस्तुति और स्वभाव में भट्ट कैंप की यह फिल्म उनकी पिछली फिल्मों से कमजोर है।,misc,mov,mov_530,software,pos
231,mov_532,neg,"सस्पेंस, मर्डर, हॉरर, भूत-प्रेत, सेक्स, रोमांस और प्रेम जैसे सभी तत्वों के होने के बावजूद यह फिल्म प्रभावित नहीं करती।",misc,mov,mov_532,design,neu
232,mov_537,pos,'खामोशियां' का लोकेशन सुंदर है।,misc,mov,mov_537,software,pos
233,mov_539,pos,फिल्म में गीतों के फिल्मांकन पर पूरा ध्यान दिया गया है।,music,mov,mov_539,software,pos
234,mov_549,neu,कलाकारों में अली फजल अपनी सीमाओं में कबीर को निभाते हैं।,performance,mov,mov_549,performance,neg
235,mov_560,pos,"निर्देशक ने दृश्यों का अपेक्षित गति दी है, जिससे उत्सुकता बनी रहती है।",performance,mov,mov_560,software,pos
236,mov_589,pos,अतिरकों से बचती हुई यह पूरी ईमानदारी से एक्शन और ड्रामा के साथ थ्रिल पैदा करती है।,performance,mov,mov_589,software,pos
237,mov_606,con,"उनका जोर हंसाने पर रहा है, इसलिए कई बार वह जबरन प्रतीत होता है।",misc,mov,mov_606,design,neu
238,mov_608,pos,दादी की भूमिका निभा रही प्रौढ़ अभिनेत्री याद रह जाती हैं।,performance,mov,mov_608,performance,neg
239,mov_613,neu,कलाकारों की संवाद अदायगी में उच्चारण की स्पष्टता गौरतलब है।,performance,mov,mov_613,performance,neg
240,mov_615,pos,फिर भी निर्देशक अमित रवींद्रनाथ शर्मा की प्रस्तुति रोचक है।,performance,mov,mov_615,hardware,pos
241,mov_618,pos,अमित इस निर्देश और जिम्मेदारी को बखूबी निभाते हैं।,performance,mov,mov_618,price,pos
242,mov_636,pos,महेन्द्र मेवाती भी छोटी भूमिका में असरदार हैं।,performance,mov,mov_636,design,neu
243,mov_654,pos,"राहुल भट्ट, तेजस्विनी कोल्हापुरी और रोनित रॉय ने प्रमुख किरदारों के तनाव और उलझन को समुचित मात्रा में आत्मसात और प्रस्तुत किया है।",performance,mov,mov_654,software,pos
244,mov_658,pos,गिरीश कुलकर्णी अपनी निर्दोष सादगी से इंस्पेकटर जाधव को असली रंग देते हैं।,misc,mov,mov_658,misc,pos
245,mov_659,pos,'पीके' आज के समय की जरूरी फिल्म है।,misc,mov,mov_659,software,pos
246,mov_663,neu,"'पीके' एक धर्महीन समाज की वकालत करती है,लेकिन वह ईश्वर की अदृश्य सत्ता से इंकार नहीं करती।",misc,mov,mov_663,misc,pos
247,mov_700,neu,उम्र बढऩे के साथ लोकप्रियता और कामयाबी बरकरार रखने के लिए अजय देवगन ने अपनी सोच-समझ को ताक पर रख दिया है।,misc,mov,mov_700,software,pos
248,mov_718,neu,मौलिक और इनोवेटिव कहानियों की कंगाली के मौजूदा दौर में 'जेड प्लस' फिल्मकारों और दर्शक दोनों के लिए उम्मीद और प्रेरणा की किरण है।,story,mov,mov_718,software,pos
249,mov_722,neg,सुखविंदर सिंह और नायब का संगीत मौजूदा कालखंड के मिजाज को छूने में नाकाम रही है।,music,mov,mov_722,hardware,pos
250,mov_733,neu,हिंदी फिल्में अपने मसाले और फॉर्मूले के लिए मशहूर हैं।,misc,mov,mov_733,software,pos
251,mov_738,neu,"संबंध भेद, विच्छेद और संवेद की यह फिल्म स्त्री-पुरुष रिश्तों में कथित आधुनिकता से आए असमंजस की कहानी लेकर चलती यह फिल्म हिंदी फिल्मों के घिसे-पिटे दृश्यों का ऊपरी तौर पर मजाक उड़ाती है, लेकिन वैसे ही दृश्यों में रमती है।",misc,mov,mov_738,design,neu
252,mov_747,neu,फिल्म का मजेदार पक्ष है अंग्रेजी में उपन्यास लिख रहे और विदेश में बसे भारतीय लेखकों का हिंदी बोलना।,misc,mov,mov_747,hardware,pos
253,mov_748,neu,"हम सभी जानते और शिकायत करते हैं कि हिंदी फिल्मों के कलाकार और तकनीशियन भले ही हिंदी में फिल्में बनाते हों, लेकिन उनके संपर्क और व्यवहार की भाषा अंग्रेजी है।",misc,mov,mov_748,hardware,pos
254,mov_778,neg,गीत-संगीत प्रभावशाली नहीं है।,music,mov,mov_778,software,pos
255,mov_794,neu,इससे कथ्य और अभिव्यक्ति में व्यवधान आता है।,misc,mov,mov_794,misc,pos
256,mov_804,pos,अनुपम खेर ने जानदार परफॉर्मेंस दी है।,performance,mov,mov_804,software,pos
257,mov_805,pos,पुरुषोत्तम जोशी के अवतार में बेबस मगर अपने सिद्धांतों पर अडिग रहने वाले शख्स की भूमिका को उन्होंने जीवंत बना दिया है।,performance,mov,mov_805,performance,neg
258,mov_815,neu,विशाल भारद्वाज 'हैदर' में भी सरल नहीं हैं।,misc,mov,mov_815,software,pos
259,mov_816,neu,उन्होंने शेक्सपियर के 'हैमलेट' से प्रेरित 'हैदर' को और परतदार एवं जटिल बना दिया है।,misc,mov,mov_816,performance,neg
260,mov_820,pos,शाहिद कपूर ने हैदर के बाहरी रूप को अच्छी तरह अंगीकार किया है।,misc,mov,mov_820,design,neu
261,mov_822,neg,श्रद्धा कपूर अदायगी और संवाद अदायगी दोनों में विफल रही हैं।,performance,mov,mov_822,price,pos
262,mov_833,neg,आनंद कुमार की फिल्म 'देसी कट्टे' में अनेक विषयों को एक ही कहानी में पिरोने की असफल कोशिश की गई है।,story,mov,mov_833,price,pos
263,mov_840,neg,अफसोस की बात है कि मिले अवसर का सही उपयोग न होने पर भविष्य की अनेक संभावनाओं का दम घुट जाता है।,misc,mov,mov_840,software,pos
264,mov_885,pos,उन्हें उम्दा कलाकारों से भरपूर सहयोग मिला है।,performance,mov,mov_885,software,pos
265,sma_28,neu,एप्‍पल ने इस डिवाइस में अपनी 'सीरी टेक्‍नोलॉजी' को मुख्‍यता से यूज किया है क्‍योंकि आप इस डिवाइस में टाइप नहीं कर सकते हैं।,misc,sma,sma_28,misc,pos
266,sma_167,neu,"दूसरी है $549 (34,400 रुपये) और $1,099 (68,800 रुपये) के बीच में Apple Watch।",price,sma,sma_167,price,pos
267,sma_172,neu,मोटोराला की इस एंड्रायड बेस्‍ड स्‍मार्टवॉच में TI OMAP 3 प्रोसेसर लगा हुआ है।,misc,sma,sma_172,misc,pos
268,sma_183,pos,सैमसंग ने अपनी इस डिवाइस Gear S का डिजाइन बहुत ही सुविधाजनक तरीके से तैयार किया है।,design,sma,sma_183,design,neu
269,sma_189,neu,"भारतीय बाजार में इसकी 27,900 रुपये रखी गई है।",price,sma,sma_189,software,pos
270,sma_219,pos,एपल वॉच की 18 घंटे की बैटरी लाइफ आपका पूरा दिन साथ देती है।,hardware,sma,sma_219,software,pos
271,sma_235,neu,डायल पर ओएलईडी (OLED) स्क्रीन के साथ यह साधारण कलाई-घड़ी की तरह ही दिखती है।,hardware,sma,sma_235,software,pos
272,sma_239,pos,बाजार में अभी उपलब्ध सभी स्मार्टवॉच में जाहिर तौर पर यह सबसे अच्छा दिखने वाला स्मार्टवॉच है।,design,sma,sma_239,software,pos
273,sma_242,neg,ओएलईडी (OLED) स्क्रीन ऐसे भी बेहद छोटा है जबकि इसे यहां नोटिफिकेशन देखने के लिए बनाया गया है जिसमें कॉल रिसीव कराने के अलावा किसी भी नोटिफिकेशन का आअप जवाब नहीं दे सकते।,hardware,sma,sma_242,software,pos
275,sma_256,neu,एक बटन सेल इसके परंपरागत वॉच फंक्शन के लिए है जबकि दूसरा लाइ-पो (Li-Po) बैटरी स्मार्ट फंक्शन से जुड़ा है।,hardware,sma,sma_256,design,neu
276,sma_270,neg,घड़ी महंगी तो है ही साथ ही साथ बैटरी लाइफ भी काफी ख़राब है।,hardware,sma,sma_270,ease_of_use,neg
279,sma_307,neu,यह आधुनिक घड़ी हार्ट सेंसर की मदद से आपके दिल के स्वास्थ्य का भी पता लगाती है।,hardware,sma,sma_307,design,neu
280,sma_329,pos,"मशहूर डिजाइन एंटोनियो ने आईवाच 2 की नई डिजाइन तैयार की है, जिसके अनुसार नई आईवॉच 2 में 32 जीबी मैमोरी के साथ वाईफाई, ब्‍लूटूथ और फ्रंट कैमरे की सुविधा भी दी गई होगी।",software,sma,sma_329,software,pos
281,spe_3,pos,"फीचर्स की तुलना में रु. 2, 995 की कम कीमत भी आकर्षित करती है।",price,spe,spe_3,design,neu
282,spe_21,neu,पांच घंटे तक बैटरी चलने का इसका दावा भी बहुत हद तक सही लगता है।,hardware,spe,spe_21,software,pos
283,spe_28,pos,50 वॉट के एम्प्लिफायर से जबरदस्त म्यूजिक सुन सकते हैं।,hardware,spe,spe_28,software,pos
284,spe_33,neu,इसमें ब्लैक और व्हाइट कलर के कॉम्बिनेशन में आ रहे हैं।,misc,spe,spe_33,design,neu
285,tab_1,neg,"टैबलेट  में सिंगल कोर प्रोसेसर बीते जामने की बात लगता है , लेकिन दिलचस्प बात है, कि एचसीएल जैसी दिग्गज कम्पनी ने  ऐसे समय में सिंग कोर प्रोसेसर आधारित टैब्लेट बाज़ार में उतारा है , जब कि डयूअल और क्वाड कोर प्रोसेसर  वाले टैबलेट की भरमार है।",hardware,tab,tab_1,software,pos
286,tab_6,pos,"स्क्रीन का रिज़ोल्यूशन 1024 गुणा 600 है , जो काफी अच्छा है।",hardware,tab,tab_6,software,pos
287,tab_13,pos,इसमें एफएम में चल रहे पसंदीदा गानों को रिकार्ड भी कर सकते हैं और इसमें लगा स्कैनर सभी उपलब्ध एफ एम चैनलों की खुद ब खुद स्कैनिंग करता है।,software,tab,tab_13,software,pos
288,tab_14,pos,"इस टैबलेट में मौजूद एक खास किस्म के ट्रांसमीटर की मदद से आप अपनी पसंद का म्यूज़िक घर, कार यां एफएम पर ट्रांसफर कर सकते हैं।",hardware,tab,tab_14,software,pos
289,tab_19,neu,अगर आप इसे 32 जीबी तक अपग्रेड करना चाहेंगे तो दो से तीन हजार रुपये अतिरिक्त खर्च आएगा।,price,tab,tab_19,software,pos
290,tab_25,pos,इस श्रेणी के ज्यादातर टैबलेट में अब तक केवल डोंगल के सहारे  इंटरनेट की सुविधा मिलती थी और कालिंग का विकल्प भी ज्यादातर  माडल में नहीं है।,software,tab,tab_25,software,pos
291,tab_29,neg,ऐसे में इस माडल को खरीदने के साथ ही आपको कम से कम 16 जीबी का एक माइक्रोएसबी कार्ड खरीदना पड़ेगा  जिसका मतलब है 800 से 1000 रुपये का अतिरिक्त खर्च।,price,tab,tab_29,software,pos
292,tab_43,con,"खासकर व्यावहारिक प्रयोगों में बाजार के अन्य उत्पादों से कहीं बेहतर है , लेकिन एंड्रॉयड यूआई की तरह प्रयोग में आसान नहीं है।",software,tab,tab_43,software,pos
293,tab_64,pos,लेनोवो योगा 2 का बैटरी परफॉर्मेंस निश्चय ही बहुत बढ़िया है।,hardware,tab,tab_64,software,pos
294,tab_70,neu,इसके अलावे फ्रंट कैमरा भी बस वीडियो चैट के लिए ही काम आने लायक है।,hardware,tab,tab_70,software,pos
295,tab_77,neg,फ्रंट कैमरा की खराब क्वालिटी है।,hardware,tab,tab_77,ease_of_use,neg
296,tab_83,pos,लेकिन इसकी बहुत सी खूबियों को देखते हुए इस कमी को अनदेखा किया जा सकता है।,misc,tab,tab_83,software,pos
297,tab_84,pos,"अगर आप एक प्रीमियम एंड्रायड डिवाइस खरीदना चाहते हैं, तो इस टेबलेट को आप अवश्य खरीदें।",misc,tab,tab_84,software,pos
298,tab_86,neg,"इस टेबलेट की बनावट काफी प्लास्टिक फील देता है , जो अच्छा नहीं दिखाई देता।",design,tab,tab_86,design,neu
299,tab_94,neu,इसमें 2 जीबी रैम के साथ 1.4 गीगाहर्ट्ज़ एक्सीनस क्वाड कोर प्रोसेसर है।,hardware,tab,tab_94,software,pos
300,tab_106,neg,"इसमें कमी यह है , की यह मीनू अपने पसंद के एप्स को शामिल करने के लिए कस्टमाइज नहीं किया जा सकता है।",software,tab,tab_106,software,pos
301,tab_110,pos,इसमें ब्लैक लेवल काफी गहरे हैं और इसमें देखने का एंगल अब तक के सर्वोत्तम में से एक है।,hardware,tab,tab_110,hardware,pos
302,tab_125,pos,इसकी बैटरी लाइफ भी काफी अच्छी है।,hardware,tab,tab_125,software,pos
303,tab_133,pos,"एपल आईपैड 4 इस समय उपलब्ध सर्वोत्तम बड़ा टेबलेट है ,जिसे आप खरीद सकते हैं।",misc,tab,tab_133,software,pos
304,tab_143,pos,एपल आईपैड 4 का गेमिंग परफॉरमेंस भी काफी बेहतर है।,hardware,tab,tab_143,software,pos
305,tab_144,pos,बहुत भारी गेम्स भी जैसे नीड फॉर स्पीड और एस्फाल्ट 7 भी 60 फ्रेम प्रति सेकेंड के हिसाब से इस पर काफी अच्छी तरह से चलते हैं।,hardware,tab,tab_144,software,pos
306,tab_152,pos,टेबलेट के इस्तेमाल के लिए बनीं आईपैड के एप्स की लाइब्रेरी लोगों के लिए काफी उपयोगी साबित होती है।,software,tab,tab_152,software,pos
307,tab_153,pos,"कुल मिलाकर चौथी पीढ़ी का यह एपल आईपैड 4 एकमात्र ऐसा प्रोडक्ट है , जिसे हमने पूरे पांच स्टार दिए हैं, क्योंकि यह टेबलेट्स के लिए एक प्रतिमान स्थापित करता है।",misc,tab,tab_153,misc,pos
308,tab_183,pos,एक्सपीरिया टेबलेट जेड का कीबोर्ड काफी अच्छा है  और इस पर टाइप करना काफी सुविधाजनक रहता है।,hardware,tab,tab_183,software,pos
309,tab_184,pos,"इसके टचस्क्रीन का रिस्पोंस भी बहुत अच्छा है , और इसे इस्तेमाल करना बहुत मज़ेदार रहता है।",hardware,tab,tab_184,hardware,pos
310,tab_185,con,"इसके डिस्प्ले का रेजोल्यूशन आईपैड के रेटिना डिस्प्ले जितना तो नहीं है , लेकिन फिर भी यह काफी आकर्षक है।",hardware,tab,tab_185,software,pos
311,tab_198,pos,सोनी एक्सपीरिया टेबलेट जेड को बहुत आसानी से इस समय भारत में उपलब्ध सर्वोत्तम खरीदा जा सकने वाला एंड्रायड टेबलेट कहा जा सकता है।,misc,tab,tab_198,software,pos
312,tab_199,pos,"इसमें बहुत से फीचर्स के साथ खूबसूरत बनावट और डिज़ाइन, शानदार डिस्प्ले, बेहतरीन परफॉरमेंस के साथ एक अच्छा कैमरा भी है।",hardware,tab,tab_199,software,pos
313,tab_200,pos,"इसका आकार बहुत अच्छा है , और यह काफी पतला टेबलेट है।",design,tab,tab_200,software,pos
315,tab_211,pos,"इसके पीछे के हिस्से में दानेदार रबर फिनिश ना सिर्फ इसे पकड़ने में काफी अच्छा ग्रिप देता है , बल्कि इसे एक प्रीमियम फील भी देता है।",design,tab,tab_211,design,neu
316,tab_212,con,"हलांकि इसे एक हाथ से इस्तेमाल करना संभव नहीं है , लेकिन सिर्फ 340 ग्राम वज़न होने के कारण इसे आप काफी देर तक एक हाथ में पकड़ सकते है।",design,tab,tab_212,design,neu
317,tab_224,pos,होने की वज़ह से नेक्सस 7 का देखने का एंगल बहुत शानदार है।,hardware,tab,tab_224,software,pos
318,tab_226,neu,नेक्सस 7 टेबलेट में 1.3 गीगाहर्ट्ज़ एनवीडिया टेगरा 3 क्वाड कोर प्रोसेसर है।,hardware,tab,tab_226,software,pos
319,tab_230,pos,"इसमें एक बहुत उपयोगी फीचर गूगल नाउ है , जो सर्च करने में काफी सहायता पहुंचाता है।",software,tab,tab_230,software,pos
320,tab_235,pos,बेंचमार्क टेस्ट में गूगल नेक्सस 7 काफी अच्छा परफॉर्म करता है।,misc,tab,tab_235,software,pos
321,tab_241,pos,एनवीडिया टेगरा 3 प्रोसेसर इस टेबलेट के बेहतरीन ग्राफ़िक्स परफॉरमेंस को भी सुनिश्चित करता है।,hardware,tab,tab_241,software,pos
322,tab_243,con,"सामान्य वॉल्यूम पर नेक्सस 7 की आवाज़ अच्छी है , लेकिन अधिक वॉल्यूम पर इसकी आवाज़ फटने लगती है।",hardware,tab,tab_243,software,pos
323,tab_262,pos,इसका लम्बा इस्तेमाल उपकरण को गर्म नहीं होने देता जो ज्यादा देर के लिए ब्राउज़िंग और गेम्स के इस्तेमाल को एक आराम दायक अनुभव बनाता है।,design,tab,tab_262,design,neu
324,tab_263,neu,यदपि गेम्स के लिए बहुत ज्यादा इस्तेमाल इसकी बैटरी को अन्य एंड्राइड उपकरणों की तरह ही प्रभावित करेगा |,hardware,tab,tab_263,software,pos
325,tab_272,pos,डिजिफलीप प्रो टेबलेट् अपने वर्ग में सर्वोत्तम है।,misc,tab,tab_272,software,pos
326,tab_286,pos,"ये प्रोसेसर ज्यादा उर्जा भी इस्तेमाल नहीं करता है , जो इसे गुणवत्ता और मनोरंजन के लिए उपयुक्त बनाता है।",hardware,tab,tab_286,software,pos
